Timeline,Start time,Duration,Row,Instance number,#0 LaBaron Philon,#15 Noah Williamson,#22 Aiden Sherrell,#31 Jack Fagan,#32 Jacob Martin,#34 Collins Onyejiaka,#4 Davion Hannah,#5 Amari Allen,#6 London Jemison,#7 Taylor Bol Bowen,#95 Houston Mallette,2FG (Defenders),2FG (Dribble),2FG (Feet),2FG (Hands),2FG (PA),2FG (RA),2FG (Type),2FG Scheme (Attack),2FG Scheme (Drive),2FG Scheme (Pass),3FG (Balance),3FG (Contest),3FG (Footwork),3FG (Line),3FG (Move),3FG (Pocket),3FG (Shrink),3FG (Type),3FG Scheme (Attack),3FG Scheme (Drive),3FG Scheme (Pass),ACTION,ATO Plays,Assist (Defenders),Assist (Feet),Assist (Hand),Assist (Jump),Assist (Paint),Assist Type,COVERAGE,DEFENSIVE LABELS,FT BELOW,GAME,GAME SPLITS,OPP STATS,PAINT TOUCHES,PLAYCALL,PLAYER POSSESSIONS,POSITION,POSSESSION START,POSSESSION TYPE,SERIES,SHOT CLOCK,SHOT CLOCK PT,Shot Location,Shot Possession Type,TEAM,TO (Defenders),TO (Feet),TO (Hand),TO (Jump),TO (Paint),TO LB/DB,TO Scheme,TO Scheme (Attack),TO Scheme (Drive),TO Scheme (Non-Pass),TO Scheme (Pass),TO Type,Ungrouped,Notes,Flags
25_11_03 ALABAMA VS NORTH DAKOTA,2556.159108,28.23465677,Offense,45,ATR+,,,,,,,,,,,Secondary Defender,Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",No Play Action,Non Restricted Area,Layup,Off Closeout,"Middle Drive, Drive Right",Swing,,,,,,,,,,,,,,,,,,,Perimeter Pass,,,:16 +,"REPORT, vs North Dakota","4:00 - 0:00, 1st Half",,3+ PT,"Early Spread, Flow - Drive & Kick","#5 Amari Allen, #15 Noah Williamson, #6 London Jemison, #95 Houston Mallette, #0 LaBaron Philon",,Missed FG,"Man, Half Court","EARLY, FLOW",:19 - :24,:16+,Rim,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2609.286421,15.22444167,Offense,46,Create Assist,2nd Assist,,,,,,3FG+,,,Assist,,,,,,,,,,,On Balance,Uncontested,WTN Left-Right,On The Line,Stationary,Non-Shot Pocket,Shrink,Catch and Shoot,,,Drift,Pocket Clyde,,Secondary Defender,Off 1 Foot,Right Hand Pass,Jump,Paint,Pass Out,vs Blitz,,:07 - :09,"REPORT, vs North Dakota","4:00 - 0:00, 1st Half",,2 PT,Early Angle,"#5 Amari Allen, #15 Noah Williamson, #6 London Jemison, #95 Houston Mallette, #0 LaBaron Philon","Wing, Combo",Missed FG,"Man, Half Court",EARLY,:07 - :12,:07 - :09,Left Corner,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3804.809767,14.83381049,Offense,47,Pot. Assist,,,,,,,,,"ATRF, Fouled, FT+, FT+",,,,,,,,,,,,,,,,,,,,,,,Kickacross 1 More,"ATO, ATO",Secondary Defender,Off 1 Foot,Right Hand Pass,Jump,Paint,,,,:07 - :09,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,2 PT,"Early Seams, Flow - Get","#7 Taylor Bol Bowen, #22 Aiden Sherrell, #5 Amari Allen, #0 LaBaron Philon, #95 Houston Mallette",,Missed FG,"Man, Half Court","EARLY, FLOW",:07 - :12,:10 - :12,,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3873.028087,10.542909,Offense,48,3FG-,,,,,,,Pot. Assist,,,,,,,,,,,,,,On Balance,Late Contest,Left-Right,On The Line,,,Non-Shrink,Pull Up,Transition Push,Dip,Cross Court,Kickahead,,Unguarded,Off 1 Foot,Right Hand Pass,No Jump,No Paint,Transition Pass,,,,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,0 PT,Early Seams,"#7 Taylor Bol Bowen, #22 Aiden Sherrell, #5 Amari Allen, #0 LaBaron Philon, #95 Houston Mallette",,Missed FG,Transition,EARLY,:01 - :06,N/A,Right Slot,Transition SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3895.473908,11.466289,Offense,49,3FG-,,Roll Assist,,,,,Pot. Assist,,,,,,,,,,,,,,On Balance,Late Contest,WTN Left-Right,On The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,Shake,,,Multiple Defenders,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Pass Out,,,:07 - :09,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,0 PT,Early Spread,"#7 Taylor Bol Bowen, #22 Aiden Sherrell, #5 Amari Allen, #0 LaBaron Philon, #95 Houston Mallette",,Made FG,"Man, Half Court",EARLY,:07 - :12,N/A,Left Corner,Half Court SHOT,Off Reb,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3903.940197,6.233450621,Offense,50,,,,,,,,,,,ATR+,Primary Defender,No Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",No Play Action,Restricted Area,Layup,OREB Putback,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,1 PT,,"#7 Taylor Bol Bowen, #22 Aiden Sherrell, #5 Amari Allen, #0 LaBaron Philon, #95 Houston Mallette",,Off Rebound,"OREB Putback, Half Court",,:01 - :06,N/A,Rim,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3920.482596,7.57921302,Offense,51,,,,,,,,ATR+,,,,Unguarded,Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",No Play Action,Restricted Area,Dunk,Transition Push,"Slot Drive, Drive Left",,,,,,,,,,,,,Runout,,,,,,,,,,:01 - :03,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,1 PT,,"#7 Taylor Bol Bowen, #22 Aiden Sherrell, #5 Amari Allen, #0 LaBaron Philon, #95 Houston Mallette",,Steal,Transition,,:01 - :06,:04 - :06,Rim,Transition SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3982.981233,15.71120736,Offense,52,,,3FG-,,,,,,,,Pot. Assist,,,,,,,,,,,On Balance,Late Contest,Left-Right,On The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,Reshape,,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,Paint,,,,:13 - :15,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,1 PT,Ear Goblin,"#6 London Jemison, #22 Aiden Sherrell, #5 Amari Allen, #0 LaBaron Philon, #95 Houston Mallette",,Deadball,"Man, Half Court",EAR,:13 - :18,:13 - :15,Left Corner,Half Court SHOT,Off Reb,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3995.692441,5.631023973,Offense,53,,,,,,,,,ATR+,,,Primary Defender,No Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",No Play Action,Restricted Area,Layup,OREB Putback,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,1 PT,,"#6 London Jemison, #22 Aiden Sherrell, #5 Amari Allen, #0 LaBaron Philon, #95 Houston Mallette",,Off Rebound,"OREB Putback, Half Court",,:01 - :06,N/A,Rim,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4012.989808,7.869489165,Offense,54,,,,,,,,Assist,"ATRF, Fouled, ATR+, FT-",,,Primary Defender,No Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",No Play Action,Restricted Area,Layup,,,Kick Ahead,,,,,,,,,,,,Runout,,Primary Defender,Off 1 Foot,Right Hand Pass,No Jump,No Paint,Transition Pass,,,:04 - :06,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,1 PT,,"#6 London Jemison, #22 Aiden Sherrell, #5 Amari Allen, #0 LaBaron Philon, #95 Houston Mallette",,Steal,Transition,,:01 - :06,:04 - :06,Rim,Transition SHOT,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4050.248833,9.327661359,Offense,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,0 PT,,"#6 London Jemison, #22 Aiden Sherrell, #5 Amari Allen, #0 LaBaron Philon, #95 Houston Mallette",,"Off Rebound, Missed FT","OREB Putback, Half Court",,:01 - :06,N/A,,Half Court SHOT,Neutral,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4221.986567,19.01042085,Offense,56,,,"Fouled, 2FGF, FT+, FT-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATO, ATO",,,,,,,,,,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,1 PT,"4 Belly, Flow - Open Step","#6 London Jemison, #22 Aiden Sherrell, #5 Amari Allen, #0 LaBaron Philon, #4 Davion Hannah",,Deadball,"SLOB, Man, Half Court","4 SERIES, FLOW",,N/A,,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4283.776407,12.4073178,Offense,57,,,Fouled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:07 - :09,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,0 PT,Early 7,"#6 London Jemison, #22 Aiden Sherrell, #5 Amari Allen, #0 LaBaron Philon, #4 Davion Hannah",,Made FG,"Man, Half Court",EARLY,:07 - :12,N/A,,Half Court SHOT,"Foul, Neutral",,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4309.476625,11.15415213,Offense,58,2nd Assist,,,,,,2FG+,Assist,,,,Primary Defender,No Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",No Play Action,Non Restricted Area,Catch,,,1 More,,,,,,,,,,,,Smash 1 More CS 3,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Perimeter Pass,vs Blitz,,:13 - :15,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,0 PT,Triangle Smash,"#6 London Jemison, #22 Aiden Sherrell, #5 Amari Allen, #0 LaBaron Philon, #4 Davion Hannah",Wing,Deadball,"Man, Half Court, SLOB",TRIANGLE,:01 - :06,N/A,Left SC,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4334.448467,4.86361408,Offense,59,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,0 PT,,"#6 London Jemison, #22 Aiden Sherrell, #5 Amari Allen, #0 LaBaron Philon, #4 Davion Hannah",,Made FG,Transition,,:01 - :06,N/A,,Transition SHOT,,Unguarded,Off 2 Feet,Right Hand Pass,Jump,No Paint,Live Ball,,,,,Press Break,PASSING SCHEME,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4343.447175,15.20236945,Offense,60,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pocket,,,,,,,,,,:13 - :15,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,1 PT,Early Angle,"#6 London Jemison, #22 Aiden Sherrell, #5 Amari Allen, #0 LaBaron Philon, #4 Davion Hannah",,Made FG,"Man, Half Court",EARLY,:13 - :18,:10 - :12,,Half Court SHOT,,Multiple Defenders,,,No Jump,Paint,Live Ball,,Beast / Post,"Middle Drive, Drive Left",,,SCHEME ATTACK,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4375.110193,14.00017065,Offense,61,Pot. Assist,,,,,,,,3FG-,,,,,,,,,,,,,On Balance,Contested,Hop,On The Line,Stationary,Non-Shot Pocket,Non-Shrink,Catch and Shoot,,,Drift,Middle Drive,,Secondary Defender,Off 1 Foot,Right Hand Pass,Jump,Paint,Pass Out,,,:04 - :06,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,1 PT,Early Seams,"#6 London Jemison, #22 Aiden Sherrell, #5 Amari Allen, #0 LaBaron Philon, #4 Davion Hannah",,Missed FG,Transition,EARLY,:07 - :12,:10 - :12,Right Corner,Transition SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4571.788465,21.00498752,Offense,62,,,,,,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:10 - :12,"REPORT, vs North Dakota","16:00 - 12:00, 2nd Half",,0 PT,Early Spread,"#6 London Jemison, #15 Noah Williamson, #5 Amari Allen, #95 Houston Mallette, #4 Davion Hannah",,Missed FG,"Man, Half Court",EARLY,:19 - :24,N/A,,Half Court SHOT,,Primary Defender,,,No Jump,No Paint,Dead Ball,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4624.463194,12.47477962,Offense,63,,,,,,,Fouled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:07 - :09,"REPORT, vs North Dakota","16:00 - 12:00, 2nd Half",,0 PT,Early Seams,"#6 London Jemison, #15 Noah Williamson, #5 Amari Allen, #95 Houston Mallette, #4 Davion Hannah",,Steal,"Man, Half Court",EARLY,:07 - :12,N/A,,Half Court SHOT,"Foul, Neutral",,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4652.209558,18.20201565,Offense,64,,3FG-,,,,,,Pot. Assist,,,,,,,,,,,,,,On Balance,Uncontested,WTN Left-Right,On The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,Skip,,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Perimeter Pass,,,,"REPORT, vs North Dakota","16:00 - 12:00, 2nd Half",,0 PT,"Madrid, Flow - High Splits","#6 London Jemison, #15 Noah Williamson, #5 Amari Allen, #95 Houston Mallette, #4 Davion Hannah",,Deadball,"Man, Half Court, UOB","FLOW, MADRID",,N/A,Left Corner,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4714.2423,12.62210276,Offense,65,,,,,,,Fouled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","16:00 - 12:00, 2nd Half",,0 PT,Early Spread,"#6 London Jemison, #15 Noah Williamson, #5 Amari Allen, #95 Houston Mallette, #4 Davion Hannah",,Made FG,"Man, Half Court",EARLY,:07 - :12,N/A,,Half Court SHOT,"Foul, Neutral",,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4748.970567,20.87412565,Offense,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","16:00 - 12:00, 2nd Half",,0 PT,Triangle Keep Zoom,"#6 London Jemison, #15 Noah Williamson, #5 Amari Allen, #95 Houston Mallette, #4 Davion Hannah",,Deadball,"SLOB, Man, Half Court",TRIANGLE,,N/A,,Half Court SHOT,Neutral,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4794.9919,11.78490106,Offense,67,,,,,,,,,,"Fouled, FT+, FT+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","16:00 - 12:00, 2nd Half",,0 PT,,"#6 London Jemison, #15 Noah Williamson, #5 Amari Allen, #95 Houston Mallette, #7 Taylor Bol Bowen",,Deadball,"UOB, Man, Half Court",,,N/A,,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4939.38212,10.55930889,Offense,68,,,,,,,,"Fouled, FT+, FT+",,,,,,,,,,,,,,,,,,,,,,,,,Slot Drive,,,,,,,,,,:04 - :06,"REPORT, vs North Dakota","16:00 - 12:00, 2nd Half",,1 PT,Early Seams,"#6 London Jemison, #15 Noah Williamson, #5 Amari Allen, #95 Houston Mallette, #7 Taylor Bol Bowen",,Made FG,Transition,EARLY,:07 - :12,:04 - :06,,Transition SHOT,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5008.459311,16.59698352,Offense,69,,,,,,,,,3FG-,,Pot. Assist,,,,,,,,,,,On Balance,Late Contest,Hop,On The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,1 More,,,Multiple Defenders,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Perimeter Pass,,,:04 - :06,"REPORT, vs North Dakota","16:00 - 12:00, 2nd Half",,1 PT,Early Seams,"#6 London Jemison, #15 Noah Williamson, #5 Amari Allen, #95 Houston Mallette, #7 Taylor Bol Bowen",,Steal,"Man, Half Court",EARLY,:07 - :12,:04 - :06,Left Houston,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5033.490516,8.75199176,Offense,70,,,,,,,,,,ATR-,,Primary Defender,Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",No Play Action,Non Restricted Area,Layup,Transition Push,"Slot Drive, Drive Right",,,,,,,,,,,,,Slot Drive,,,,,,,,,,:04 - :06,"REPORT, vs North Dakota","16:00 - 12:00, 2nd Half",,1 PT,Early Seams,"#6 London Jemison, #15 Noah Williamson, #5 Amari Allen, #95 Houston Mallette, #7 Taylor Bol Bowen",,Missed FG,Transition,EARLY,:01 - :06,:04 - :06,Rim,Transition SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5107.9919,14.11785618,Offense,71,Assist,,"ATRF, Fouled, ATR+, FT+",,,,,,,,Space Assist,Secondary Defender,No Dribble,Off 2 Feet,"Left Hand Finish, Hands Away From Rim",No Play Action,Restricted Area,Layup,,,PnR Pocket,,,,,,,,,,,,Roller ATR,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,PnR Pass to Screener,vs Blitz,,:10 - :12,"REPORT, vs North Dakota","16:00 - 12:00, 2nd Half",,1 PT,125 Andy Roll Exit,"#4 Davion Hannah, #22 Aiden Sherrell, #5 Amari Allen, #95 Houston Mallette, #0 LaBaron Philon",5,Deadball,"Man, Half Court",NAIL,:13 - :18,:13 - :15,Rim,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5328.96653,8.767019523,Offense,72,ATR+,,,,,,,Assist,,,,Secondary Defender,No Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",No Play Action,Restricted Area,Layup,,,Dump Off,,,,,,,,,,,,Runout,,Primary Defender,Off 1 Foot,Right Hand Pass,No Jump,No Paint,Pass In,,,:04 - :06,"REPORT, vs North Dakota","12:00 - 8:00, 2nd Half",,1 PT,,"#4 Davion Hannah, #22 Aiden Sherrell, #5 Amari Allen, #95 Houston Mallette, #0 LaBaron Philon",,Steal,Transition,,:01 - :06,:04 - :06,Rim,Transition SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5424.045208,18.2908847,Offense,73,2FG-,,,,,,,,,,,Primary Defender,Dribble,Off 1 Foot,"Right Hand Finish, Hands Away From Rim",No Play Action,Non Restricted Area,Floater,PnR Sneak,"Slot Drive, Drive Left",,,,,,,,,,,,,Sneak,,,,,,,,,,:07 - :09,"REPORT, vs North Dakota","12:00 - 8:00, 2nd Half",,1 PT,Wedge Open,"#4 Davion Hannah, #22 Aiden Sherrell, #5 Amari Allen, #95 Houston Mallette, #0 LaBaron Philon",,Made FG,"Man, Half Court",WEDGE,:07 - :12,:07 - :09,Logo,Half Court SHOT,Off Reb,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5450.55655,10.52704354,Offense,74,,,,,,,ATR-,,,,Pot. Assist,Secondary Defender,No Dribble,Off 2 Feet,"Left Hand Finish, Hands To Rim",No Play Action,Restricted Area,Layup,,,Dump Off,,,,,,,,,,,,,,Secondary Defender,Off 1 Foot,Right Hand Pass,No Jump,Paint,Pass In,,,,"REPORT, vs North Dakota","12:00 - 8:00, 2nd Half",,2 PT,4 Exit,"#4 Davion Hannah, #22 Aiden Sherrell, #5 Amari Allen, #95 Houston Mallette, #0 LaBaron Philon",,Deadball,"UOB, Man, Half Court",4 SERIES,:07 - :12,N/A,Rim,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5512.986165,8.12856113,Offense,75,ATR+,,,,,,,,,,Assist,Primary Defender,Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",No Play Action,Non Restricted Area,Layup,Transition Push,"Middle Drive, Drive Right",Kick Ahead,,,,,,,,,,,,Kickahead,,Primary Defender,Off 1 Foot,Right Hand Pass,No Jump,No Paint,Transition Pass,,,:04 - :06,"REPORT, vs North Dakota","12:00 - 8:00, 2nd Half",,1 PT,Early Seams,"#4 Davion Hannah, #22 Aiden Sherrell, #5 Amari Allen, #95 Houston Mallette, #0 LaBaron Philon","Combo, PG",Missed FG,Transition,EARLY,:01 - :06,:04 - :06,Rim,Transition SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5532.70675,21.92436069,Offense,76,,,,,,,Assist,,,,ATR+,Secondary Defender,No Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",No Play Action,Restricted Area,Layup,,,Dump Off,,,,,,,,,,,,"Slot Drive, Middle Drive, Clyde",,Primary Defender,Off 1 Foot,Right Hand Pass,No Jump,Paint,Pass In,,,:07 - :09,"REPORT, vs North Dakota","12:00 - 8:00, 2nd Half",,2 PT,"Early Seams, Flow - Drive & Kick","#4 Davion Hannah, #22 Aiden Sherrell, #5 Amari Allen, #95 Houston Mallette, #0 LaBaron Philon",,Missed FG,"Man, Half Court","EARLY, FLOW",:19 - :24,:13 - :15,Rim,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5576.0515,15.29678308,Offense,77,Pot. Assist,,,,,,3FG-,,,,,,,,,,,,,,,On Balance,Late Contest,Hop,On The Line,Stationary,Non-Shot Pocket,Shrink,Catch and Shoot,,,Drift,Slot Drive,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,Paint,Pass Out,,,:07 - :09,"REPORT, vs North Dakota","12:00 - 8:00, 2nd Half",,1 PT,Early Seams,"#4 Davion Hannah, #22 Aiden Sherrell, #5 Amari Allen, #95 Houston Mallette, #0 LaBaron Philon",,Missed FG,"Man, Half Court",EARLY,:13 - :18,:10 - :12,Right Corner,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5790.970567,13.91691589,Offense,78,,,,,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,"ATO, ATO",,,,,,,,,,"REPORT, vs North Dakota","8:00 - 4:00, 2nd Half",,0 PT,145 Spur,"#4 Davion Hannah, #34 Collins Onyejiaka, #6 London Jemison, #7 Taylor Bol Bowen, #0 LaBaron Philon",,Deadball,"Man, Half Court",NAIL,:07 - :12,N/A,,Half Court SHOT,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Live Ball,Pass In,,,,Lob,PASSING SCHEME,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5810.231469,22.30109098,Offense,79,,,,,,,Pot. Assist,,"ATRF, Fouled, FT+, FT+",,,,,,,,,,,,,,,,,,,,,,,,Kickahead Kickback,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,,,,:04 - :06,"REPORT, vs North Dakota","8:00 - 4:00, 2nd Half",,1 PT,"Early Seams, Flow - Spread","#4 Davion Hannah, #34 Collins Onyejiaka, #6 London Jemison, #7 Taylor Bol Bowen, #0 LaBaron Philon",,Made FG,"Man, Half Court","EARLY, FLOW",:13 - :18,:16+,,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5891.004943,14.57606838,Offense,80,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sneak,,,,,,,,,,:07 - :09,"REPORT, vs North Dakota","8:00 - 4:00, 2nd Half",,0 PT,Early Open,"#4 Davion Hannah, #34 Collins Onyejiaka, #6 London Jemison, #7 Taylor Bol Bowen, #0 LaBaron Philon",,Made FG,"Man, Half Court",EARLY,:07 - :12,N/A,,Half Court SHOT,,Multiple Defenders,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Live Ball,Pass Out,PnR Sneak,"Baseline Drive, Drive Right",,Pull Behind,"PASSING SCHEME, SCHEME ATTACK",,,
25_11_03 ALABAMA VS NORTH DAKOTA,5919.223972,25.66973906,Offense,81,Pot. Assist,,,,,,,,3FG-,,,,,,,,,,,,,On Balance,Contested,Hop,On The Line,Stationary,Shot Pocket,Non-Shrink,Catch and Shoot,,,Kickdown,,,Primary Defender,Off 1 Foot,Right Hand Pass,No Jump,No Paint,Pass Out,,,:07 - :09,"REPORT, vs North Dakota","8:00 - 4:00, 2nd Half",,1 PT,"Early Open, Flow - Drive & Kick","#4 Davion Hannah, #34 Collins Onyejiaka, #6 London Jemison, #7 Taylor Bol Bowen, #0 LaBaron Philon",,Missed FG,"Man, Half Court","EARLY, FLOW",:19 - :24,:07 - :09,Right Corner,Half Court SHOT,Off Reb,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5941.893711,5.177131661,Offense,82,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","8:00 - 4:00, 2nd Half",,1 PT,,"#4 Davion Hannah, #34 Collins Onyejiaka, #6 London Jemison, #7 Taylor Bol Bowen, #0 LaBaron Philon",,Off Rebound,"OREB Putback, Half Court",,:01 - :06,N/A,,Half Court SHOT,,Multiple Defenders,,,No Jump,Paint,Dead Ball,,,,Securing Rebound,,HANDS,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5989.431117,11.02960826,Offense,83,,,,,,,ATR+,,,,,Secondary Defender,Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",No Play Action,Non Restricted Area,Layup,Transition Push,"Slot Drive, Drive Left",,,,,,,,,,,,,Slot Drive,,,,,,,,,,:07 - :09,"REPORT, vs North Dakota","8:00 - 4:00, 2nd Half",,1 PT,Early Seams,"#4 Davion Hannah, #34 Collins Onyejiaka, #6 London Jemison, #7 Taylor Bol Bowen, #0 LaBaron Philon",Wing,Steal,Transition,EARLY,:07 - :12,:07 - :09,Rim,Transition SHOT,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6011.909994,22.66596631,Offense,84,,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:07 - :09,"REPORT, vs North Dakota","8:00 - 4:00, 2nd Half",,1 PT,"Early Open Step, Flow- DHO","#4 Davion Hannah, #34 Collins Onyejiaka, #6 London Jemison, #7 Taylor Bol Bowen, #0 LaBaron Philon",,Missed FG,"Man, Half Court","EARLY, FLOW",:19 - :24,:16+,,Half Court SHOT,,Multiple Defenders,,,No Jump,Paint,Live Ball,,DHO / Get,"Middle Drive, Drive Left",,,SCHEME ATTACK,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6041.974223,14.17076841,Offense,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline Drive,,,,,,,,,,:04 - :06,"REPORT, vs North Dakota","8:00 - 4:00, 2nd Half",,1 PT,Early Seams,"#4 Davion Hannah, #34 Collins Onyejiaka, #6 London Jemison, #7 Taylor Bol Bowen, #0 LaBaron Philon",,Missed FG,Transition,EARLY,:07 - :12,:10 - :12,,Transition SHOT,Neutral,,,,,,,,,,,,,,,
