Timeline,Start time,Duration,Row,Instance number,#0 LaBaron Philon,#1 Mark Sears,#10 Mo Dioubate,#11 Cliff Omoruyi,#15 Jarin Stevenson,#2 Aden Holloway,#22 Aiden Sherrell,#35 Derrion Reid,#4 Grant Nelson,#45 Max Scharnowski,#8 Chris Youngblood,#95 Houston Mallette,-,2FG (Defenders),2FG (Dribble),2FG (Feet),2FG (Hands),2FG (Other),2FG (PA),2FG (RA),2FG (Type),2FG Scheme (Attack),2FG Scheme (Drive),2FG Scheme (Pass),3&#x27;s GIVEN UP,3FG (Contest),3FG (Footwork),3FG (Good/Bad),3FG (Line),3FG (Move),3FG (Pocket),3FG (Shrink),3FG (Type),3FG Scheme (Attack),3FG Scheme (Drive),3FG Scheme (Pass),ATR GIVEN UP,Assist (Defenders),Assist (Feet),Assist (Hand),Assist (Jump),Assist (Paint),Assist Type,GAME,GAME SPLITS,OPP STATS,PAINT TOUCHES,PLAYCALL,PLAYER POSSESSIONS,POSITION,POSSESSION START,POSSESSION TYPE,READ,SERIES,SHOT CLOCK,SHOT CLOCK PT,Shot Location,Shot Possession Type,TEAM,TERM,TO (Defenders),TO (Feet),TO (Hand),TO (Jump),TO (Paint),TO LB/DB,TO Scheme,TO Scheme (Attack),TO Scheme (Drive),TO Scheme (Non-Pass),TO Scheme (Pass),TO Type,Ungrouped,Notes,Flags
25_01_14 ALABAMA VS OLE MISS,2601.662798,17.506069560000014,Offense,37,"3FG-, Sloth",Deer,,,Deer,,,,"Pot. Assist, Sloth",,"Cut Assist, Sloth",,,,,,,,,,,,,,,Late Contest,Left-Right,Good,Off The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,Post Pass Out,,Primary Defender,Off 1 Foot,Right Hand Pass,Jump,No Paint,Pass Out,"vs Ole Miss, Conference, REPORT","1st Half, 8:00 - 4:00",,1 PT,"Early Spread, Flow - Pass and Cut","#0 LaBaron Philon, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #4 Grant Nelson",,Made FG,"Man, Half Court",,"EARLY, FLOW",:07 - :12,:07 - :09,Left Houston,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2642.970353,11.338232590000189,Offense,38,Cheetah,Sloth,,,Sloth,,,,Sloth,,Sloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 8:00 - 4:00",,0 PT,,"#0 LaBaron Philon, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #4 Grant Nelson",,Missed FG,Press,,,:07 - :12,N/A,,Transition SHOT,Neutral,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2872.133255,13.311281180000151,Offense,39,,,,,ATR+,,,,Assist,,,,,Secondary Defender,No Dribble,Off 2 Feet,"Left Hand Finish, Hands To Rim",,No Play Action,Restricted Area,Layup,,,Slash / Cut,,,,,,,,,,,,,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Pass In,"vs Ole Miss, Conference, REPORT","1st Half, 4:00 - 0:00",,1 PT,Wedge Elbow Belly,"#0 LaBaron Philon, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #4 Grant Nelson",Team,Deadball,"Zone, Half Court",Belly ATR,WEDGE,:13 - :18,:16+,Rim,Half Court SHOT,,Belly,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2931.351245,12.356792649999988,Offense,40,,Cheetah,,,Deer,"Turnover, Cheetah",,,Cheetah,,Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 4:00 - 0:00",,0 PT,Early Spread,"#2 Aden Holloway, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #4 Grant Nelson",,Missed FG,"Man, Half Court",,EARLY,:07 - :12,N/A,,Half Court SHOT,,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Live Ball,Pass In,PnR Handler,,,Post Entry,"PASSING SCHEME, SCHEME ATTACK",,,
25_01_14 ALABAMA VS OLE MISS,2950.061432,28.004151099999945,Offense,41,,Sloth,,,Sloth,"2FG+, Cheetah",,,Deer,,Deer,,,Primary Defender,Dribble,Off 2 Feet,"Right Hand Finish, Hands Away From Rim",,No Play Action,Non Restricted Area,Step Back,Iso,"Middle Drive, Drive Left",,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 4:00 - 0:00",,2 PT,Flow - Uphill Toss,"#2 Aden Holloway, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #4 Grant Nelson",PG,Missed FG,"Zone, Half Court",BH 2FG,FLOW,:19 - :24,:10 - :12,Logo,Half Court SHOT,,Mid Range,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,3069.296218,20.70318997000004,Offense,42,,Cut Assist,,,ATR-,,,,Pot. Assist,,,,,Unguarded,No Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",,No Play Action,Restricted Area,Dunk,,,Slash / Cut,,,,,,,,,,,,,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Pass In,"vs Ole Miss, Conference, REPORT","1st Half, 4:00 - 0:00",,1 PT,Wedge Elbow Peel,"#2 Aden Holloway, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #4 Grant Nelson",,Deadball,"Man, Half Court",,WEDGE,:13 - :18,:13 - :15,Rim,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,3160.835705,34.9791799300001,Offense,43,,"Assist, Sloth",,,Sloth,"3FG+, Sloth",,,Deer,,Deer,,,,,,,,,,,,,,,Contested,Hop,,On The Line,Stationary,Shot Pocket,Non-Shrink,Catch and Shoot,,,Drift,,Primary Defender,Off 1 Foot,Left Hand Pass,Jump,Paint,Pass Out,"vs Ole Miss, Conference, REPORT","1st Half, 4:00 - 0:00",,1 PT,Sonic,"#2 Aden Holloway, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #4 Grant Nelson",PG,Made FG,"Man, Half Court",Sprayout CS 3,SPECIAL,:25 - :30,:16+,Right Corner,Half Court SHOT,,DRMR,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4372.54136,13.485817640000278,Offense,44,,,,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 20:00 - 16:00",,0 PT,Single Elbow Splits Chest,"#4 Grant Nelson, #1 Mark Sears, #0 LaBaron Philon, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Deadball,"Man, Half Court",,SINGLE,:07 - :12,N/A,,Half Court SHOT,,,Secondary Defender,,,No Jump,No Paint,Dead Ball,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4417.339772,10.462849900000037,Offense,45,"2FG-, Cheetah",Cheetah,,Deer,Deer,,,,Deer,,,,,Secondary Defender,Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Floater,PnR Handler,"Middle Drive, Drive Right",,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 20:00 - 16:00",,1 PT,Early Seams,"#4 Grant Nelson, #1 Mark Sears, #0 LaBaron Philon, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Missed FG,"Man, Half Court",,EARLY,:07 - :12,:04 - :06,Logo,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4435.546039,19.196831489999568,Offense,46,"3FG-, Deer",Deer,,Deer,"Pot. Assist, Deer",,,,Deer,,,,,,,,,,,,,,,,,Uncontested,Left-Right,Good,On The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,Post Pass Out,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,Paint,Pass Out,"vs Ole Miss, Conference, REPORT","2nd Half, 20:00 - 16:00",,1 PT,Early Seams,"#4 Grant Nelson, #1 Mark Sears, #0 LaBaron Philon, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Missed FG,"Man, Half Court",,EARLY,:07 - :12,:10 - :12,Left Houston,Half Court SHOT,Off Reb,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4466.407408,12.10506437999993,Offense,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 20:00 - 16:00",,0 PT,Nova Chest,"#4 Grant Nelson, #1 Mark Sears, #0 LaBaron Philon, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Deadball,"UOB, Man, Half Court",,NOVA,:01 - :06,N/A,,Half Court SHOT,Neutral,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4485.538969,11.72613722999995,Offense,48,,,,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 20:00 - 16:00",,0 PT,Wedge Chest,"#4 Grant Nelson, #1 Mark Sears, #0 LaBaron Philon, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Deadball,"SLOB, Man, Half Court",,WEDGE,,N/A,,Half Court SHOT,,,Primary Defender,Off 2 Feet,Right Hand Pass,Jump,No Paint,Dead Ball,Pass In,Iso,,,Slash / Cut,"PASSING SCHEME, SCHEME ATTACK",,,
25_01_14 ALABAMA VS OLE MISS,4531.730996,17.69244806000006,Offense,49,Deer,"ATR-, Deer",,Sloth,Deer,,,,,,Deer,,,Multiple Defenders,Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Layup,Off Closeout,"Slot Drive, Drive Right",,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 20:00 - 16:00",,1 PT,Early Spread,"#8 Chris Youngblood, #1 Mark Sears, #0 LaBaron Philon, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Made FG,"Man, Half Court",,EARLY,:07 - :12,:10 - :12,Rim,Half Court SHOT,Off Reb,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4563.232163,7.8381644279998,Offense,50,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 20:00 - 16:00",,0 PT,Nova,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Deadball,"UOB, Man, Half Court",,NOVA,,N/A,,Half Court SHOT,,,Primary Defender,,,No Jump,No Paint,Dead Ball,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4617.71335,23.016600910000307,Offense,51,,Deer,Deer,,Deer,"Pot. Assist, Sloth",,,,,"3FG-, Deer",,,,,,,,,,,,,,,Late Contest,Hop,Good,On The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,Off Screen,,Secondary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Off Screen Pass,"vs Ole Miss, Conference, REPORT","2nd Half, 20:00 - 16:00",,0 PT,Early Spread,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #15 Jarin Stevenson, #10 Mo Dioubate",,Made FG,"Man, Half Court",,EARLY,:19 - :24,N/A,Right Corner,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4689.00479,12.08806444000038,Offense,52,,"ATR+, Cheetah",Deer,,Deer,Sloth,,,,,Deer,,,Primary Defender,Dribble,Off 1 Foot,"Left Hand Finish, Hands Away From Rim",,No Play Action,Non Restricted Area,Layup,PnR Handler,"Middle Drive, Drive Right",,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 20:00 - 16:00",,1 PT,Early Seams,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #15 Jarin Stevenson, #10 Mo Dioubate",PG,Missed FG,"Man, Half Court",BH C2C ATR,EARLY,:07 - :12,:07 - :09,Rim,Half Court SHOT,,Slow Step,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4719.806503,12.168709339999623,Offense,53,,"Turnover, Deer",Deer,,Deer,Deer,,,,,Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 20:00 - 16:00",,0 PT,Early Beast,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #15 Jarin Stevenson, #10 Mo Dioubate",,Missed FG,"Man, Half Court",,EARLY,:07 - :12,N/A,,Half Court SHOT,,,Primary Defender,,,No Jump,No Paint,Live Ball,,"Beast / Post, Beast / Post","Baseline Drive, Drive Right",,,SCHEME ATTACK,,,
25_01_14 ALABAMA VS OLE MISS,4736.480654,13.466347530000348,Offense,54,,"Fouled, Deer",Sloth,,Deer,Sloth,,,,,Sloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 20:00 - 16:00",,0 PT,Early Open,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #15 Jarin Stevenson, #10 Mo Dioubate",,Made FG,"Man, Half Court",,EARLY,:07 - :12,N/A,,Half Court SHOT,"Foul, Neutral",,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4774.923124,10.755978600000162,Offense,55,,,ATR+,,,,,,,,,,,Secondary Defender,Dribble,Off 1 Foot,"Left Hand Finish, Hands To Rim",,No Play Action,Restricted Area,Layup,Iso,"Middle Drive, Drive Left",,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 20:00 - 16:00",,1 PT,Nova Exit,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #15 Jarin Stevenson, #10 Mo Dioubate",Wing,Deadball,"UOB, Man, Half Court",BH ATR,NOVA,,N/A,Rim,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4798.177502,17.73142106999967,Offense,56,,Deer,Sloth,,Deer,Deer,,,,,Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 20:00 - 16:00",,1 PT,Flow - Open Step,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #15 Jarin Stevenson, #10 Mo Dioubate",,Made FG,"Man, Half Court",,FLOW,:13 - :18,:10 - :12,,Half Court SHOT,Neutral,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5067.625288,14.49281813000016,Offense,57,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 16:00 - 12:00",,1 PT,"Nova Shred, Flow - Beast","#4 Grant Nelson, #1 Mark Sears, #2 Aden Holloway, #8 Chris Youngblood, #10 Mo Dioubate",,Deadball,"Man, Half Court, UOB",,"NOVA, FLOW",,N/A,,Half Court SHOT,,,Primary Defender,Off 1 Foot,Left Hand Pass,Jump,Paint,Live Ball,Pass Out,Beast / Post,,,Lift,"PASSING SCHEME, SCHEME ATTACK",,,
25_01_14 ALABAMA VS OLE MISS,5105.168261,17.14940426999965,Offense,58,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 16:00 - 12:00",,0 PT,Flow - Get,"#4 Grant Nelson, #1 Mark Sears, #2 Aden Holloway, #8 Chris Youngblood, #10 Mo Dioubate",,Made FG,"Man, Half Court",,FLOW,:13 - :18,N/A,,Half Court SHOT,,,Multiple Defenders,Off 1 Foot,Right Hand Pass,Jump,No Paint,Live Ball,Pass Out,DHO / Get,"Baseline Drive, Drive Right",,Slot Skip,"PASSING SCHEME, SCHEME ATTACK",,,
25_01_14 ALABAMA VS OLE MISS,5149.801334,12.170802470000126,Offense,59,,"Assist, Deer",Deer,,,Deer,,,"ATR+, Deer",,Sloth,,,Unguarded,No Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",,No Play Action,Restricted Area,Dunk,,,Dump Off,,,,,,,,,,,,,,Primary Defender,Off 1 Foot,Left Hand Pass,Jump,Paint,Pass In,"vs Ole Miss, Conference, REPORT","2nd Half, 16:00 - 12:00",,2 PT,Early Seams,"#4 Grant Nelson, #1 Mark Sears, #2 Aden Holloway, #8 Chris Youngblood, #10 Mo Dioubate","PG, Wing",Made FG,"Man, Half Court",Dump Off ATR,EARLY,:07 - :12,:07 - :09,Rim,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5260.79315,35.135976479999954,Offense,60,,2FG-,,,,,,,,,,,,Primary Defender,Dribble,Off 2 Feet,"Left Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Layup,Iso,"Middle Drive, Drive Left",,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 16:00 - 12:00",,2 PT,"Deep 27 Exit, Flow - Drive and Kick","#4 Grant Nelson, #1 Mark Sears, #2 Aden Holloway, #0 LaBaron Philon, #11 Cliff Omoruyi",,Made FG,"Man, Half Court",,"RAM, FLOW",:25 - :30,:16+,Logo,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5314.34223,13.395134770000368,Offense,61,Deer,"3FG-, Sloth",,Sloth,,Sloth,,,Sloth,,,,,,,,,,,,,,,,,Late Contest,Right-Left,Bad,On The Line,,,Non-Shrink,Step Back,Off Closeout,Drive Left,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 16:00 - 12:00",,0 PT,Early Iso,"#4 Grant Nelson, #1 Mark Sears, #2 Aden Holloway, #0 LaBaron Philon, #11 Cliff Omoruyi",,Missed FG,"Man, Half Court",,EARLY,:07 - :12,N/A,Left Corner,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5376.784043,18.099305730000196,Offense,62,"Turnover, Sloth","FT+, FT+",,Deer,,Deer,,,Sloth,,Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 16:00 - 12:00",,0 PT,Flow - Open,"#4 Grant Nelson, #8 Chris Youngblood, #2 Aden Holloway, #0 LaBaron Philon, #11 Cliff Omoruyi",,Missed FG,"Man, Half Court",,FLOW,:07 - :12,N/A,,Half Court SHOT,,,Primary Defender,,,No Jump,No Paint,Dead Ball,,,,Travel (Before Dribble),,FOOTWORK,,,
25_01_14 ALABAMA VS OLE MISS,5682.727522,12.694583659999807,Offense,63,Pot. Assist,,,,,,,,"Fouled, ATRF, FT-, FT-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unguarded,Off 2 Feet,Right Hand Pass,No Jump,No Paint,,"vs Ole Miss, Conference, REPORT","2nd Half, 16:00 - 12:00",,1 PT,Nova Shred,"#8 Chris Youngblood, #0 LaBaron Philon, #1 Mark Sears, #4 Grant Nelson, #11 Cliff Omoruyi",,Deadball,"UOB, Man, Half Court",,NOVA,:01 - :06,N/A,,Half Court SHOT,Foul,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5767.665796,18.554182599999876,Offense,64,"ATR-, Deer",Deer,,Deer,,,,,Deer,,Deer,,,Multiple Defenders,Dribble,Off 2 Feet,"Right Hand Finish, Hands Away From Rim",,No Play Action,Non Restricted Area,Layup,Iso,"Middle Drive, Drive Right",,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 16:00 - 12:00",,2 PT,"Early Spread, Flow - Wide","#8 Chris Youngblood, #0 LaBaron Philon, #1 Mark Sears, #4 Grant Nelson, #11 Cliff Omoruyi",,Steal,"Man, Half Court",,"EARLY, FLOW",:13 - :18,:10 - :12,Rim,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5792.162083,28.15607463000015,Offense,65,"ATR-, Deer",Sloth,,Sloth,,,,,Deer,,"Pot. Assist, Sloth",,,Multiple Defenders,No Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",Blocked,Play Action,Restricted Area,Layup,,,Slash / Cut,,,,,,,,,,,,,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Pass In,"vs Ole Miss, Conference, REPORT","2nd Half, 16:00 - 12:00",,1 PT,Flow - Beast,"#8 Chris Youngblood, #0 LaBaron Philon, #1 Mark Sears, #4 Grant Nelson, #11 Cliff Omoruyi",,Made FG,"Man, Half Court",,FLOW,:19 - :24,:16+,Rim,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5829.789887,16.65676222000002,Offense,66,Deer,"Fouled, Deer",,Deer,,,,,Deer,,Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 16:00 - 12:00",,1 PT,Early Open,"#8 Chris Youngblood, #0 LaBaron Philon, #1 Mark Sears, #4 Grant Nelson, #11 Cliff Omoruyi",,Missed FG,"Man, Half Court",,EARLY,:13 - :18,:10 - :12,,Half Court SHOT,"Foul, Neutral",,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6077.392196,10.687209720000283,Offense,67,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 12:00 - 8:00",,1 PT,24 Pick,"#8 Chris Youngblood, #2 Aden Holloway, #1 Mark Sears, #4 Grant Nelson, #10 Mo Dioubate",,Deadball,"UOB, Man, Half Court",,20 SERIES,:01 - :06,N/A,,Half Court SHOT,,,Primary Defender,,,No Jump,Paint,Live Ball,,,,Catching Pass,,HANDS,,,
25_01_14 ALABAMA VS OLE MISS,6099.443463,8.264081829999668,Offense,68,,Sloth,"Pot. Assist, Cheetah",,,Sloth,,,Sloth,,"ATR-, Cheetah",,,Primary Defender,Dribble,Off 1 Foot,"Left Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Layup,Transition Push,"Slot Drive, Drive Left",Kick Ahead,,,,,,,,,,,,,,Primary Defender,Off 2 Feet,Left Hand Pass,No Jump,No Paint,Transition Pass,"vs Ole Miss, Conference, REPORT","2nd Half, 12:00 - 8:00",,1 PT,,"#8 Chris Youngblood, #2 Aden Holloway, #1 Mark Sears, #4 Grant Nelson, #10 Mo Dioubate",,Steal,Transition,,,:01 - :06,:04 - :06,Rim,Transition SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6126.028595,17.607219470000018,Offense,69,,"Pot. Assist, Sloth",Sloth,,,Deer,,,Sloth,,"3FG-, Sloth",,,,,,,,,,,,,,,Late Contest,Hop,Neutral Three,On The Line,Stationary,Shot Pocket,Non-Shrink,Catch and Shoot,,,Kickdown,,Primary Defender,Off 2 Feet,Left Hand Pass,No Jump,No Paint,Pass Out,"vs Ole Miss, Conference, REPORT","2nd Half, 12:00 - 8:00",,0 PT,"Early Spread, Flow - Pass and Cut","#8 Chris Youngblood, #2 Aden Holloway, #1 Mark Sears, #4 Grant Nelson, #10 Mo Dioubate",,Made FG,"Man, Half Court",,"EARLY, FLOW",:07 - :12,N/A,Left Corner,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6210.363161,15.429246269999567,Offense,70,,Sloth,,,Sloth,Sloth,,,"ATR-, Sloth",,Sloth,,,Multiple Defenders,Dribble,Off 1 Foot,"Right Hand Finish, Hands Away From Rim",,No Play Action,Non Restricted Area,Layup,PnR Handler,"Slot Drive, Drive Right",,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 12:00 - 8:00",,1 PT,Horns 45 Goblin,"#8 Chris Youngblood, #2 Aden Holloway, #1 Mark Sears, #4 Grant Nelson, #15 Jarin Stevenson",,Made FG,"Man, Half Court",,HORNS,:07 - :12,:10 - :12,Rim,Half Court SHOT,Off Reb,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6222.792408,5.641010192999602,Offense,71,,,,,,,,,ATR+,,,,,Multiple Defenders,No Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",,No Play Action,Restricted Area,Layup,OREB Putback,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 12:00 - 8:00",,1 PT,,"#8 Chris Youngblood, #2 Aden Holloway, #1 Mark Sears, #4 Grant Nelson, #15 Jarin Stevenson",Wing,Off Rebound,"OREB Putback, Half Court",Putback ATR,,,N/A,Rim,Half Court SHOT,,OREB Putback,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6343.239927,16.277732630000173,Offense,72,,,,,,,,,"Fouled, ATRF, FT+, FT+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 12:00 - 8:00",,1 PT,Zip Snug,"#8 Chris Youngblood, #2 Aden Holloway, #1 Mark Sears, #4 Grant Nelson, #15 Jarin Stevenson",,Deadball,"Man, Half Court",,ZIP,:07 - :12,:10 - :12,,Half Court SHOT,Foul,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6432.694652,8.496612089000337,Offense,73,,Sloth,,,"ATR+, Cheetah","Race Assist, Deer",,,Sloth,,"Assist, Cheetah",,,Primary Defender,No Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",,No Play Action,Restricted Area,Dunk,,,Kick Ahead,,,,,,,,,,,,,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Transition Pass,"vs Ole Miss, Conference, REPORT","2nd Half, 12:00 - 8:00",,1 PT,Early Seams,"#8 Chris Youngblood, #2 Aden Holloway, #1 Mark Sears, #4 Grant Nelson, #15 Jarin Stevenson",Wing,Steal,Transition,Transition ATR,EARLY,:01 - :06,:04 - :06,Rim,Transition SHOT,,Kickahead,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6490.135236,7.982573021999997,Offense,74,,,,,Fouled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 12:00 - 8:00",,,,"#8 Chris Youngblood, #2 Aden Holloway, #1 Mark Sears, #4 Grant Nelson, #15 Jarin Stevenson",,,Garbage,,,,,,,"Foul, Neutral",,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6752.607939,13.00465578999956,Offense,75,,,,,,,,,"Fouled, ATRF, FT+, FT-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 8:00 - 4:00",,1 PT,Zip Punch,"#8 Chris Youngblood, #2 Aden Holloway, #1 Mark Sears, #4 Grant Nelson, #10 Mo Dioubate",,Deadball,"Man, Half Court",,ZIP,:07 - :12,:07 - :09,,Half Court SHOT,Foul,,,,,,,,,,,,,,,,
